StartDate,EndDate,Progress,Duration__in_seconds_,Finished,RecordedDate,DistributionChannel,UserLanguage,Consent2,Q1,Q2,Q3,Q4_1,Q5_1,Q6a,Q6b,Q6b_5_TEXT,Q7,Q8,Q8_5_TEXT,Q9,Q9_5_TEXT,Q10,Q10_5_TEXT,Q11,Q11_5_TEXT,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_5_TEXT,Q13_1,Q13_2,Q13_3,Q13_4,Q14_1,Q14_2,Q14_3,Q14_4,Q15_1,Q15_2,Q15_3,Q15_4,Q15_5,Q15_6,Q15_7,Q16,Q17,Q18,Q19,Q20,Q21,Q22a_1,Q22a_2,Q22a_3,Q22b,Q23,Q23_5_TEXT,Q24,Q25,Q26,Q27,Q27_4_TEXT,Q28,Q29,Q30,Q31_1,Q31_2,Q31_3,Q31_4,Q31_5,Q31_6,Q32_1,Q32_2,Q32_3,Q32_4,Q32_5,Q32_6,Q32_7,Q32_8,Q32_9,Q33a_1,Q33a_2,Q33a_3,Q33a_4,Q33a_5,Q33a_6,Q80_1,Q80_2,Q80_3,Q80_4,Q80_5,Q80_6,Q34_1,Q34_2,Q34_3,Q34_4,Q34_5,Q35_1,Q35_2,Q35_3,Q35_4,Q35_5,Q35_6,Q35a,Q35b,Q35c,Q35d,Q35e,Q35f,Q35g,Q35h,Q35i,Q35j,Q35k,Q35l,Q36,Q36_7_TEXT,Q38,Q38_4_TEXT,Q39,Q40,Q40_12_TEXT,Q41,Q42,Q43,Q44,Q45,Q46,Q48,Social,Private,Public,Control,yob,gender,FSA,PR,FED2013,CSD,PCtype,FEDENAME,CSDNAME,CSDTYPE,LANDAREA,pop_2021,pop_density,geo_good
2022-05-26T09:29:26Z,2022-05-26T10:44:38Z,100,4511,1,2022-05-26T10:44:38Z,anonymous,EN,1,3,3,Healthcare,3,5,1,3,,1,2,,NA,,NA,,NA,,NA,NA,NA,NA,NA,1,NA,,0,29,26,NA,38,NA,38,NA,3,3,4,2,2,3,3,3,2,3,3,3,3,4,2,3,2,6,,NA,2,5,3,,2,500,2,1,1,1,1,1,1,8,3,7,6,6,6,11,5,11,6,6,8,6,11,5,3,6,5,7,10,8,50,25,50,25,50,6,4,5,1,9,6,,,Out of plaes and houses would have to be ripped down for it.,,Same as upper response.,,Same as upper response.,,,Fits into the neighborhood,,,1,,2,,6,8,,1,40000,NA,6,1,2,6,NA,1,NA,NA,1975,2,L2G,35,35067,3526043,1,Niagara Falls,Niagara Falls,CY,210.2536,94415,449.0529531955695,1
2022-05-21T20:02:29Z,2022-05-21T20:30:51Z,100,1702,1,2022-05-21T20:30:52Z,anonymous,EN,1,1,2,Having access to basic universal health care,9,9,1,3,,1,3,,NA,,NA,,NA,,NA,1,NA,NA,NA,NA,NA,,65,39,100,95,49,59,100,75,2,4,2,1,1,2,2,3,2,2,3,3,3,1,3,2,2,2,,2,1,3,3,,2,1900,2,9,9,8,7,5,3,9,7,10,11,9,8,8,9,10,11,8,10,7,11,11,7,6,8,11,11,9,0,50,75,75,75,9,10,11,11,9,10,,Creates more living space for newcomers entering the country.,,It allows larger families to stay close to one another.,,No particular reason.,,,,Many people believe it’s more proper to raise a family in a single detached house rather than a condo.,,Semi detached homes,3,,1,,9,1,,1,44000,NA,6,2,3,3,NA,NA,NA,1,1994,1,M1V,35,35093,3520005,1,Scarborough--Agincourt,Toronto,C,631.0983,2794356,4427.766641108049,1
2022-05-26T07:50:38Z,2022-05-26T07:55:52Z,100,314,1,2022-05-26T07:55:54Z,anonymous,EN,1,2,2,Medical system is very bad,6,7,3,NA,,2,1,,NA,,NA,,NA,,1,NA,1,NA,NA,NA,NA,,71,68,65,57,83,49,60,58,3,1,1,1,1,2,2,2,3,3,1,2,1,2,2,3,2,1,,2,1,2,2,,2,NA,2,11,8,6,4,1,1,7,5,7,6,6,8,6,8,8,5,7,8,7,6,7,6,7,9,9,7,8,50,75,50,75,75,7,7,6,8,5,6,,No comments,,No comments,,,,No comments,No comments,,,,3,,1,,9,1,,1,78000,NA,1,2,2,2,1,NA,NA,NA,1979,1,M5J,35,35101,3520005,1,Spadina--Fort York,Toronto,C,631.0983,2794356,4427.766641108049,1
2022-05-25T02:31:25Z,2022-05-25T02:36:13Z,100,287,1,2022-05-25T02:36:13Z,anonymous,EN,1,3,2,Bcsi disease surge 16th Kathie,5,9,1,3,,2,1,,NA,,NA,,NA,,NA,NA,NA,1,NA,NA,NA,,58,39,38,81,73,37,15,99,3,2,3,3,4,1,2,2,2,2,2,1,3,3,1,1,2,2,,2,2,3,1,,2,2776,2,3,3,3,5,1,8,5,3,3,5,4,9,6,3,9,3,5,8,12,10,7,9,10,2,4,6,6,75,50,100,25,75,3,4,5,2,6,11,Idk,,Crum,,Zegna B09BVD39P8,,Xenia six,,,,,ROTTEN,1,,1,,9,6,,2,735,NA,2,2,4,5,1,NA,NA,NA,2000,1,,NA,NA,NA,NA,,,,NA,NA,NA,0
2022-05-21T10:08:55Z,2022-05-21T10:12:47Z,100,231,1,2022-05-21T10:12:48Z,anonymous,EN,1,2,2,Care for indegenous families and environments.,5,6,2,NA,,2,3,,NA,,NA,,NA,,NA,NA,1,NA,NA,NA,NA,,27,7,58,11,45,15,43,18,2,3,2,2,3,2,3,1,1,2,3,2,2,3,3,1,2,2,,2,1,2,2,,1,6000,2,3,3,4,4,3,6,5,7,7,5,1,4,3,2,6,9,4,9,8,7,2,4,5,4,3,3,7,50,25,75,25,50,4,3,6,8,9,10,Because.,,Why.,,,,,No.,,Ok.,,Bye.,4,,2,,9,10,,2,61000,NA,1,2,2,4,NA,1,NA,NA,1995,2,,NA,NA,NA,NA,,,,NA,NA,NA,0
2022-05-19T15:24:41Z,2022-05-19T16:08:03Z,100,2601,1,2022-05-19T16:08:03Z,anonymous,EN,1,2,2,Autism.  My son is on the spectrum,5,2,2,NA,,3,NA,,4,,NA,,NA,,NA,NA,NA,NA,NA,1,NA,,7,10,17,75,14,NA,NA,NA,4,4,4,4,4,4,4,3,3,2,3,2,3,2,2,2,2,4,,1,2,3,1,,2,1300,2,7,7,7,7,7,7,12,8,12,12,12,12,9,12,10,3,1,11,12,6,8,4,12,11,10,9,9,50,50,25,50,50,4,4,6,6,8,8,just not sure,,just not sure,,,,,,,fits,,fits,6,,2,,5,1,,2,145000,NA,1,1,5,3,NA,NA,NA,1,1981,2,L3P,35,35054,3519036,1,Markham--Stouffville,Markham,CY,210.9319,338503,1604.7975673665292,1
2022-05-18T17:21:54Z,2022-05-18T17:43:53Z,100,1318,1,2022-05-18T17:43:53Z,anonymous,EN,1,1,2,inflation,10,10,1,1,,1,1,,NA,,NA,,NA,,NA,1,NA,NA,NA,NA,NA,,90,0,83,87,0,100,75,99,2,1,4,1,1,1,2,3,2,2,3,2,2,1,4,3,1,1,,1,1,2,1,,2,300,2,11,6,1,1,1,1,11,4,12,11,10,8,11,7,5,8,9,11,5,7,11,1,7,11,10,11,9,100,100,50,100,100,10,3,10,10,11,11,,the building wouldn't to be too high,too high,,,usually condominiums have permanent residents,,usually condominiums have permanent residents,,ideal for families,,ideal as a starter home,3,,2,,4,4,,2,50000,NA,3,2,1,3,NA,1,NA,NA,1951,2,L7E,35,35022,3521024,1,Dufferin--Caledon,Caledon,T,688.8179,76581,111.17742439620109,1
2022-05-20T18:05:55Z,2022-05-20T18:17:02Z,100,667,1,2022-05-20T18:17:02Z,anonymous,EN,1,1,1,II est à aider les personnes,10,10,1,3,,1,3,,NA,,NA,,NA,,1,NA,NA,NA,NA,NA,NA,,100,100,100,100,99,99,100,100,2,2,2,2,2,2,2,3,3,3,3,2,2,1,1,1,1,1,,1,1,1,1,,1,1000,2,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,100,100,100,100,100,11,11,11,11,11,11,,Parce que c'est pratique pour yout lr monde,,,,,,,,,,,1,,1,,11,1,,1,71000,NA,1,1,3,1,NA,NA,1,NA,1985,1,M1C,35,35097,3520005,1,Scarborough--Rouge Park,Toronto,C,631.0983,2794356,4427.766641108049,1
2022-05-26T12:57:24Z,2022-05-26T13:10:57Z,100,812,1,2022-05-26T13:10:58Z,anonymous,EN,1,2,2,Inflation,5,5,1,2,,1,2,,NA,,NA,,NA,,1,NA,1,1,NA,NA,NA,,9,73,37,8,86,8,31,44,3,3,4,3,3,3,2,2,3,2,2,2,3,2,2,2,2,3,,2,2,1,1,,2,4000,2,11,11,11,11,7,5,4,7,6,4,5,8,7,8,9,7,11,11,6,6,5,4,4,7,11,11,8,100,75,100,75,75,6,4,6,5,9,9,,,I live in an estate neighborhood,,,,I live in an estate neighborhood. It wouldn’t work,,,Our neighborhood only consists of single detached homes since its estate lots,,There are multi generational attached homes in my neighborhood,4,,2,,7,1,,3,270000,NA,2,1,3,1,NA,NA,1,NA,1991,2,K0A,35,35041,3506008,2,Kanata--Carleton,Ottawa,CV,2788.1967,1017449,364.91292023980947,1
2022-05-18T17:38:36Z,2022-05-18T18:07:32Z,100,1735,1,2022-05-18T18:07:32Z,anonymous,EN,1,1,1,as a senior income and affordability,7,7,2,NA,,2,1,,NA,,NA,,NA,,NA,1,1,NA,NA,NA,NA,,82,37,52,36,30,82,31,61,1,1,1,1,1,1,1,3,3,3,3,2,3,1,3,1,3,1,,1,1,3,2,,2,950,2,11,9,2,1,1,1,10,9,9,6,6,9,10,10,11,10,10,5,10,10,10,6,9,11,9,8,11,50,25,25,50,75,10,8,5,5,7,7,,,,,A condominium does no help housing affordability.,,How does a 15 story condominium help affordable housing.,,,It controls the amount of people coming into the community.,,,1,,1,,4,5,,2,49000,NA,3,1,2,6,NA,NA,1,NA,1959,1,L6Z,35,35010,3521010,1,Brampton North,Brampton,CY,265.8874,656480,2469.01507931553,1
2022-05-21T13:10:35Z,2022-05-21T13:14:42Z,100,247,1,2022-05-21T13:14:43Z,anonymous,EN,1,1,1,COVID-19,10,10,1,1,,1,1,,NA,,NA,,NA,,1,NA,NA,NA,NA,NA,NA,,100,73,58,82,100,100,72,51,2,1,2,1,2,1,1,2,2,2,2,2,2,1,1,1,1,1,,1,1,1,1,,1,5000,2,7,9,4,7,10,9,9,11,7,11,11,7,5,6,11,11,2,11,8,5,5,5,7,9,11,5,7,50,75,25,75,50,11,6,8,9,7,11,,Good,,,,,,,,,,Good,3,,1,,5,1,,2,50000,NA,6,2,4,1,1,NA,NA,NA,1990,1,M6A,35,35024,3520005,1,Eglinton--Lawrence,Toronto,C,631.0983,2794356,4427.766641108049,1
2022-05-24T13:56:20Z,2022-05-24T15:17:21Z,100,4860,1,2022-05-24T15:17:21Z,anonymous,EN,1,2,2,Divides regarding action against inflation,7,9,1,2,,1,2,,NA,,NA,,NA,,NA,NA,NA,1,NA,NA,NA,,71,84,70,47,91,71,70,75,3,3,3,3,3,3,3,3,3,3,2,1,3,1,1,1,1,3,,2,2,2,1,,2,2500,2,11,11,11,11,11,11,7,7,6,6,6,9,9,7,9,11,8,7,8,10,8,9,9,9,10,8,8,50,25,50,25,25,7,8,8,8,10,9,,I support them due to adding new places for short and long term stays,,It is a large building in which people can rent rooms in.,,Contains individually owned apartments,,It is a large building for many people to live,,It adds a new house in which people can live,,It is a house joined with another house and thereby can have 2 families,4,,1,,9,1,,1,120000,NA,1,2,2,2,1,NA,NA,NA,1990,1,M9L,35,35121,3520005,1,Humber River--Black Creek,Toronto,C,631.0983,2794356,4427.766641108049,1
2022-05-26T07:31:55Z,2022-05-26T07:57:13Z,100,1517,1,2022-05-26T07:57:13Z,anonymous,EN,1,2,2,Housing price,9,9,1,2,,1,2,,NA,,NA,,NA,,1,NA,NA,1,NA,NA,NA,,31,78,45,46,94,33,51,50,3,3,4,3,3,3,3,2,1,2,3,3,3,2,1,2,1,3,,2,1,2,2,,2,1508,1,3,5,7,9,9,11,10,7,10,6,10,7,8,6,9,10,2,10,7,10,2,7,10,7,6,6,10,100,25,25,75,25,9,8,10,8,11,9,,Easy to get homes,,Easy to get homed,,Only way to ease demands,,Demands,,Demand,,Demand,2,,1,,8,1,,2,67888,NA,1,1,4,1,NA,1,NA,NA,1976,1,K2J,35,35064,3506008,1,Nepean,Ottawa,CV,2788.1967,1017449,364.91292023980947,1
2022-05-18T16:57:16Z,2022-05-18T17:05:36Z,100,500,1,2022-05-18T17:05:37Z,anonymous,EN,1,1,1,They are going in the right direction.,9,9,1,4,,1,2,,NA,,NA,,NA,,NA,NA,NA,1,NA,NA,NA,,95,84,87,96,88,88,86,85,1,1,1,1,1,1,1,2,2,2,2,2,2,1,1,1,2,1,,1,1,2,2,,1,100,1,3,2,2,2,2,2,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,75,75,75,75,75,10,10,11,11,11,11,,I like them.,,It will facilitate people's life.,,It will facilitate people's life.,,It is great.,,I like it,,It is a good idea.,3,,2,,2,2,,2,1000,NA,1,1,4,6,NA,1,NA,NA,1985,2,N2R,35,35047,3530013,1,Kitchener South--Hespeler,Kitchener,CY,136.8149,256885,1877.6098217372523,1
2022-05-26T08:32:58Z,2022-05-26T08:48:25Z,100,927,1,2022-05-26T08:48:25Z,anonymous,EN,1,2,2,I want there to be more funding and attention invested in providing good mental health care for those who need it,6,7,1,2,,1,2,,NA,,NA,,NA,,NA,NA,1,NA,NA,NA,NA,,46,77,31,NA,60,NA,NA,NA,3,3,4,3,3,3,3,2,2,2,2,2,3,3,2,2,2,3,,2,1,2,3,,2,1500,2,11,9,8,7,6,5,7,9,8,10,10,8,8,11,11,12,12,10,7,7,6,7,8,9,8,12,7,75,75,75,75,50,8,8,8,12,10,10,,"Because it would house more people, and take up less space and is better for the environment than detached houses.",,"Lower carbon footprint, better for the environment, and can house more people due to our rapidly increasing population.",,"This sounds like a good size for people who want a bit more space than an apartment, but don't need a whole detached house.",,,,"Because most houses in my neighbourhood are single detached houses, and they work well for families, especially those with kids",,"Because they take up less space than single detached houses, and are good starter homes for younger families.",6,,2,,8,2,,2,73000,NA,6,2,3,2,NA,NA,NA,1,1996,2,K2T,35,35041,3506008,1,Kanata--Carleton,Ottawa,CV,2788.1967,1017449,364.91292023980947,1
2022-05-26T09:56:57Z,2022-05-26T10:00:17Z,100,199,1,2022-05-26T10:00:17Z,anonymous,EN,1,3,3,Tax,1,5,1,3,,5,NA,,NA,,3,,NA,,1,NA,NA,NA,NA,NA,NA,,63,73,50,58,37,59,67,53,3,3,3,2,2,3,1,2,2,2,2,3,1,3,3,2,2,3,,2,2,2,2,,1,1000,2,2,4,5,9,10,11,4,4,3,8,5,10,10,7,3,4,10,3,5,6,4,11,5,3,7,10,1,50,50,50,50,75,7,7,7,8,11,10,,More residents,,Even more residents,,More residents,,More residents,,More residents,,More residents,3,,1,,9,1,,1,40000,NA,1,1,4,1,NA,NA,NA,1,1982,1,M5G,35,35110,3520005,1,University--Rosedale,Toronto,C,631.0983,2794356,4427.766641108049,1
2022-05-26T09:08:59Z,2022-05-26T09:23:11Z,100,851,1,2022-05-26T09:23:12Z,anonymous,EN,1,2,2,Don’t wanna answer,7,7,3,NA,,6,NA,,NA,,NA,,NA,,NA,NA,NA,NA,NA,NA,1,,100,71,68,80,94,86,75,63,1,1,4,4,1,1,3,2,2,2,2,3,1,1,1,1,1,1,,2,1,2,2,,2,3000,2,9,9,8,8,7,5,5,4,10,8,9,9,5,5,6,9,2,7,9,5,5,8,7,9,8,8,7,75,50,25,75,25,7,9,7,9,9,9,,It can aquire more people,,Sam reason like above,,As above,,As above,,As above,,Aa anove,3,,1,,9,1,,1,65000,NA,6,2,5,3,NA,NA,NA,1,1996,1,M1J,35,35095,3520005,1,Scarborough--Guildwood,Toronto,C,631.0983,2794356,4427.766641108049,1
2022-05-24T19:50:29Z,2022-05-24T20:06:33Z,100,964,1,2022-05-24T20:06:33Z,anonymous,EN,1,3,3,Housing affordability,4,7,3,NA,,5,NA,,NA,,4,,NA,,NA,1,NA,NA,NA,NA,NA,,52,28,63,90,18,NA,NA,50,1,1,4,3,1,3,2,3,3,2,2,2,3,2,3,1,2,4,,2,2,2,1,,1,300,2,9,8,5,3,2,1,1,2,3,1,1,5,7,9,9,4,8,9,2,4,3,4,5,3,9,4,8,25,50,25,50,75,1,1,1,1,4,5,Because I live in a small urban town,,Because I live in a small urban town,,Because I live in a small urban town,,Because I live in a small urban town,,I don’t,,I dont,,2,,1,,7,1,,1,120000,NA,1,1,4,1,NA,1,NA,NA,2001,1,L9N,35,35119,3519054,1,York--Simcoe,East Gwillimbury,T,244.9061,34637,141.42971530721366,1
2022-05-20T23:02:00Z,2022-05-20T23:17:13Z,100,913,1,2022-05-20T23:17:14Z,anonymous,EN,1,3,3,Cost of living,4,6,1,1,,1,4,,NA,,NA,,NA,,NA,1,NA,NA,NA,NA,NA,,23,0,40,55,0,38,38,55,2,1,4,1,4,NA,4,2,3,2,3,3,3,4,4,4,3,6,,NA,2,3,2,,2,1200,2,6,5,1,1,1,1,11,1,5,5,6,5,11,11,11,11,11,8,11,11,6,12,11,6,1,1,11,25,0,NA,100,100,11,11,6,6,1,1,,"Because rents are expensive and we have a number of small 3 storey 6 unit buildings on a large stretch of road that could be developed into the 6-15 storeys that are all across the road from them, alowing for more rental units in a spot that already has a stretch of buildings like that.",,"Because rents are expensive and we have a number of small 3 storey 6 unit buildings on a large stretch of road that could be developed into the 6-15 storeys that are all across the road from them, alowing for more rental units in a spot that already has a stretch of buildings like that. Build vertically to save green spaces!",,,,,Too much land for just 2 families to live in is a waste of space  and isn't going to bring housing prices down,,Too much land for just 2 families to live in is a waste of space and isn't going to bring housing prices down,,1,,2,,8,8,,1,34500,NA,1,2,2,2,NA,NA,1,NA,1977,2,L9A,35,35037,3525005,1,Hamilton Mountain,Hamilton,C,1118.3101,569353,509.11907171365084,1
2022-05-19T14:23:05Z,2022-05-19T14:41:27Z,100,1101,1,2022-05-19T14:41:27Z,anonymous,EN,1,2,1,Hun control,8,10,1,2,,1,2,,NA,,NA,,NA,,NA,NA,1,NA,NA,NA,NA,,NA,100,NA,62,100,NA,32,79,3,3,3,3,3,3,3,3,3,3,3,2,3,3,1,2,2,3,,1,1,2,1,,2,500,2,6,3,6,3,6,7,1,10,9,12,1,6,11,11,9,10,11,11,11,11,8,11,2,11,8,1,6,NA,100,100,100,50,11,6,9,11,11,11,,Only if it's low tent,,,,There no housing here,,More housing,,Add value,,Cheaper and people may be able to agford,3,,1,,5,4,,3,7850,NA,5,2,1,6,NA,NA,1,NA,1947,1,N1A,35,35033,3528018,1,Haldimand--Norfolk,Haldimand County,CY,1250.4518,49216,39.3585742369278,1
2022-05-19T14:51:14Z,2022-05-19T14:58:21Z,100,427,1,2022-05-19T14:58:21Z,anonymous,EN,1,2,2,That the right person is elected,3,4,3,NA,,1,2,,NA,,NA,,NA,,NA,1,NA,NA,NA,NA,1,,51,88,54,57,53,NA,NA,NA,2,3,4,2,1,3,1,2,3,2,2,1,2,3,2,NA,2,3,,2,2,2,1,,1,NA,2,6,6,2,2,2,2,6,6,6,7,6,6,7,9,6,6,7,7,6,6,6,7,7,6,6,7,6,50,50,50,50,50,6,7,7,6,6,7,,,,Because people need affordable housing,,Affordable housing,,,,,,People need places to live,1,,2,,9,1,,3,125000,NA,1,2,2,2,1,NA,NA,NA,1995,2,L9M,35,35100,3543072,1,Simcoe North,Penetanguishene,T,25.4227,10077,396.37804009802267,1
2022-05-21T12:01:48Z,2022-05-21T12:17:17Z,100,929,1,2022-05-21T12:17:18Z,anonymous,EN,1,2,2,healthcare,6,8,1,2,,1,2,,NA,,NA,,NA,,NA,NA,NA,1,NA,NA,NA,,50,73,61,NA,73,63,50,NA,3,1,2,3,1,3,2,2,2,3,3,2,2,2,2,1,2,6,,NA,1,2,1,,2,500,2,10,10,7,4,2,1,8,8,6,9,9,5,7,5,4,5,10,9,9,6,4,5,6,9,5,1,7,50,100,50,100,25,8,9,8,12,7,9,,make sure there is enough reasonably priced accomodations for families and students,,we need more housing,,we need more housing,,,,expanding populations need more housing,,less expensive than single houses,2,,1,,5,4,,2,75000,NA,1,1,2,3,NA,NA,1,NA,1955,1,L2V,35,35066,3526037,1,Niagara Centre,Thorold,CY,83.2949,23816,285.92386808796215,1
2022-05-26T09:48:16Z,2022-05-26T10:15:08Z,100,1611,1,2022-05-26T10:15:08Z,anonymous,EN,1,2,2,segurity,8,8,1,3,,2,3,,NA,,NA,,NA,,NA,NA,NA,NA,NA,1,NA,,52,52,74,51,64,65,61,63,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,1,2,1,,2,200,2,7,6,6,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,50,50,50,50,50,6,6,6,6,6,6,,,,,,,,,,,,,1,,1,,11,1,,1,150,NA,1,1,3,1,1,NA,NA,NA,1995,1,N5Z,35,35051,3539036,1,London--Fanshawe,London,CY,420.4995,422324,1004.3388874421967,1
2022-05-24T09:49:44Z,2022-05-24T09:56:17Z,100,392,1,2022-05-24T09:56:17Z,anonymous,EN,1,3,3,Nothing,5,0,1,3,,1,2,,NA,,NA,,NA,,1,NA,NA,NA,NA,NA,NA,,7,51,45,54,13,26,18,14,4,3,3,3,3,2,2,1,2,2,2,1,2,2,4,3,3,1,,2,2,2,2,,1,200,2,5,5,6,5,5,7,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,6,10,7,8,5,50,50,25,25,75,6,7,1,5,10,9,,,,Idk,Idk,,Idk,,,Idk,,Idk,2,,1,,8,6,,2,900000,NA,6,2,4,4,1,NA,NA,NA,2002,1,L3P,35,35054,3519036,3,Markham--Stouffville,Markham,CY,210.9319,338503,1604.7975673665292,1
2022-05-19T15:33:08Z,2022-05-19T15:58:32Z,100,1523,1,2022-05-19T15:58:32Z,anonymous,EN,1,2,2,Health care and education,7,6,1,4,,1,6,,NA,,NA,,1,,NA,1,1,NA,NA,NA,NA,,66,53,53,60,49,74,67,66,1,1,4,3,1,1,NA,3,2,3,3,2,2,2,2,2,2,1,,2,2,2,1,,2,2000,2,11,11,11,10,8,7,11,11,7,7,5,5,4,4,11,6,4,8,6,7,3,2,5,8,6,8,8,50,75,75,75,75,11,7,11,7,7,10,,permits more rental units and keep the suburban green areas,,permits more rental units and keep the suburban green areas if 15 tower is not clustered with other hifh story bulidings,,Offers ownership to first time buyers and keep the suburban green areas,,Offers ownership to first time buyers and keep the suburban green areas,,Larger home for families,,More affordable than detached for families who do not want condo living,2,,2,,10,2,,2,105000,NA,1,1,2,1,1,NA,NA,NA,1951,2,L5N,35,35063,3521005,1,Mississauga--Streetsville,Mississauga,CY,292.7442,717961,2452.519981608517,1
2022-05-26T08:07:58Z,2022-05-26T08:30:58Z,100,1380,1,2022-05-26T08:30:58Z,anonymous,EN,1,1,2,health care,8,6,1,4,,1,3,,NA,,NA,,NA,,1,NA,NA,NA,NA,NA,NA,,51,53,64,78,57,37,69,92,3,2,4,3,1,3,2,2,3,3,3,2,2,3,2,1,2,1,,3,2,2,1,,2,300,1,10,9,8,7,6,5,11,10,9,11,11,9,8,12,9,12,11,11,12,8,7,7,9,9,8,8,12,50,100,75,NA,75,11,10,11,9,10,10,,can deal with infraculture density issues,,we need more options,,need them,,need them,,need them,,more needed,1,,1,,10,4,,3,80000,NA,1,1,2,2,NA,NA,NA,1,1944,1,N0B,35,35113,3523001,2,Wellington--Halton Hills,Puslinch,TP,214.8178,7944,36.98017575824722,1
2022-05-22T04:08:23Z,2022-05-22T04:13:11Z,100,287,1,2022-05-22T04:13:11Z,anonymous,EN,1,1,1,Treadue,10,8,1,1,,1,1,,NA,,NA,,NA,,1,NA,NA,NA,NA,NA,NA,,69,56,51,90,60,55,57,49,1,1,1,1,1,1,2,2,2,3,2,3,3,2,2,1,1,1,,1,2,1,1,,2,500,2,11,9,4,2,1,1,11,6,11,10,11,11,9,10,7,10,3,5,6,7,12,6,6,3,7,8,7,75,75,100,75,100,7,6,8,7,6,6,,Convenience,,,,Convenience,,Convinced,,,,,1,,2,,6,1,,1,40000,NA,1,2,2,1,NA,NA,NA,1,1990,2,N1G,35,35032,3523008,1,Guelph,Guelph,CY,87.4266,143740,1644.122040660394,1
2022-05-26T08:30:46Z,2022-05-26T08:44:40Z,100,833,1,2022-05-26T08:44:40Z,anonymous,EN,1,2,2,Affordability,8,9,1,2,,1,2,,NA,,NA,,NA,,NA,NA,1,NA,NA,NA,NA,,63,70,48,35,55,53,55,47,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,3,,2,2,3,1,,1,225,2,9,8,7,5,4,3,9,8,8,7,10,9,9,10,10,8,10,9,3,9,9,8,8,7,9,8,8,100,100,75,50,75,5,3,3,2,6,6,Attract bad people,,Attract bad people,,Sttract bad people,,Sttract bad people,,,,,,1,,1,,9,4,,2,99000,NA,1,2,2,1,1,NA,NA,NA,1963,1,L5M,35,35063,3521005,1,Mississauga--Streetsville,Mississauga,CY,292.7442,717961,2452.519981608517,1
2022-05-21T12:02:37Z,2022-05-21T12:22:21Z,100,1183,1,2022-05-21T12:22:21Z,anonymous,EN,1,2,2,inflation/increase in cost of living,7,7,1,2,,1,2,,NA,,NA,,NA,,1,NA,NA,NA,NA,NA,NA,,29,88,63,53,84,23,63,59,3,3,3,3,3,3,3,2,2,3,3,2,3,2,2,2,2,3,,2,1,2,1,,2,1500,2,11,10,8,6,3,3,6,9,4,5,5,6,8,8,9,10,10,9,6,9,6,4,6,8,9,9,9,75,75,50,75,75,10,8,10,8,10,10,,alleviate some housing issues and do so in a much smaller space.,,better use of space than building a new sub division.,,better use of space and more affordable.,,better use of space and more affordable than semi or detached homes.,,this option should still be available as an option in certain areas.,,a more affordable option than detached.,2,,1,,9,1,,2,130000,NA,1,2,3,6,NA,NA,NA,1,1974,1,L8H,35,35035,3525005,1,Hamilton Centre,Hamilton,C,1118.3101,569353,509.11907171365084,1
2022-05-20T17:01:53Z,2022-05-20T17:12:04Z,100,611,1,2022-05-20T17:12:04Z,anonymous,EN,1,3,3,Better government,1,1,1,1,,3,NA,,3,,NA,,NA,,1,NA,NA,NA,NA,NA,NA,,5,NA,73,NA,41,5,72,NA,2,2,2,2,1,2,2,3,3,3,3,2,3,2,2,2,2,6,,NA,1,2,1,,2,1000,2,11,6,3,1,1,1,6,6,6,6,6,6,6,6,6,8,11,11,8,9,1,6,6,5,6,6,6,100,100,75,50,50,3,3,3,3,11,8,Too congested,,Too congested,,Too congested,,Too congested,,,Keep it family homes,,Keep it family homes,1,,2,,7,1,,1,36000,NA,4,1,1,6,NA,1,NA,NA,1967,2,K7M,35,35044,3510010,1,Kingston and the Islands,Kingston,CY,451.5833,132485,293.37887384232323,1
2022-05-26T19:59:01Z,2022-05-26T20:02:32Z,100,211,1,2022-05-26T20:02:33Z,anonymous,EN,1,2,4,Climate change,7,5,1,4,,2,3,,NA,,NA,,NA,,NA,1,NA,NA,NA,NA,1,,17,57,55,91,55,79,50,86,2,2,3,3,2,3,4,3,1,2,2,1,1,2,1,3,1,1,,2,2,1,2,,1,100,2,1,4,4,8,5,4,7,8,3,8,9,4,6,5,1,2,7,9,10,2,9,7,8,3,6,8,5,50,75,50,100,75,3,8,3,9,1,9,Bsjsbs,,,Nanjjanana,Nsnsksjsbs,,,Bsnjsjsjs,Bsbsjisjsb,,,Bshsjsjns,2,,1,,5,6,,1,15555,NA,2,2,5,4,NA,1,NA,NA,2003,1,,NA,NA,NA,NA,,,,NA,NA,NA,0
